"date_id","year","quarter","month","month_name","day_in_month","day_name"
"20090630",2009,2,6,"Jun 2009",30,"Lu"
"20090701",2009,3,7,"Jul 2009",1,"Ma"
"20090702",2009,3,7,"Jul 2009",2,"Mi"
"20090703",2009,3,7,"Jul 2009",3,"Ju"
"20090704",2009,3,7,"Jul 2009",4,"Vi"
"20090705",2009,3,7,"Jul 2009",5,"Sa"
"20090706",2009,3,7,"Jul 2009",6,"Do"
"20090707",2009,3,7,"Jul 2009",7,"Lu"
"20090708",2009,3,7,"Jul 2009",8,"Ma"
"20090709",2009,3,7,"Jul 2009",9,"Mi"
"20090710",2009,3,7,"Jul 2009",10,"Ju"
"20090711",2009,3,7,"Jul 2009",11,"Vi"
"20090712",2009,3,7,"Jul 2009",12,"Sa"
"20090713",2009,3,7,"Jul 2009",13,"Do"
"20090714",2009,3,7,"Jul 2009",14,"Lu"
"20090715",2009,3,7,"Jul 2009",15,"Ma"
"20090716",2009,3,7,"Jul 2009",16,"Mi"
"20090717",2009,3,7,"Jul 2009",17,"Ju"
"20090718",2009,3,7,"Jul 2009",18,"Vi"
"20090719",2009,3,7,"Jul 2009",19,"Sa"
"20090720",2009,3,7,"Jul 2009",20,"Do"
"20090721",2009,3,7,"Jul 2009",21,"Lu"
"20090722",2009,3,7,"Jul 2009",22,"Ma"
"20090723",2009,3,7,"Jul 2009",23,"Mi"
"20090724",2009,3,7,"Jul 2009",24,"Ju"
"20090725",2009,3,7,"Jul 2009",25,"Vi"
"20090726",2009,3,7,"Jul 2009",26,"Sa"
"20090727",2009,3,7,"Jul 2009",27,"Do"
"20090728",2009,3,7,"Jul 2009",28,"Lu"
"20090729",2009,3,7,"Jul 2009",29,"Ma"
"20090730",2009,3,7,"Jul 2009",30,"Mi"
"20090731",2009,3,7,"Jul 2009",31,"Ju"
"20090801",2009,3,8,"Ago 2009",1,"Vi"
"20090802",2009,3,8,"Ago 2009",2,"Sa"
"20090803",2009,3,8,"Ago 2009",3,"Do"
"20090804",2009,3,8,"Ago 2009",4,"Lu"
"20090805",2009,3,8,"Ago 2009",5,"Ma"
"20090806",2009,3,8,"Ago 2009",6,"Mi"
"20090807",2009,3,8,"Ago 2009",7,"Ju"
"20090808",2009,3,8,"Ago 2009",8,"Vi"
"20090809",2009,3,8,"Ago 2009",9,"Sa"
"20090810",2009,3,8,"Ago 2009",10,"Do"
"20090811",2009,3,8,"Ago 2009",11,"Lu"
"20090812",2009,3,8,"Ago 2009",12,"Ma"
"20090813",2009,3,8,"Ago 2009",13,"Mi"
"20090814",2009,3,8,"Ago 2009",14,"Ju"
"20090815",2009,3,8,"Ago 2009",15,"Vi"
"20090816",2009,3,8,"Ago 2009",16,"Sa"
"20090817",2009,3,8,"Ago 2009",17,"Do"
"20090818",2009,3,8,"Ago 2009",18,"Lu"
"20090819",2009,3,8,"Ago 2009",19,"Ma"
"20090820",2009,3,8,"Ago 2009",20,"Mi"
"20090821",2009,3,8,"Ago 2009",21,"Ju"
"20090822",2009,3,8,"Ago 2009",22,"Vi"
"20090823",2009,3,8,"Ago 2009",23,"Sa"
"20090824",2009,3,8,"Ago 2009",24,"Do"
"20090825",2009,3,8,"Ago 2009",25,"Lu"
"20090826",2009,3,8,"Ago 2009",26,"Ma"
"20090827",2009,3,8,"Ago 2009",27,"Mi"
"20090828",2009,3,8,"Ago 2009",28,"Ju"
"20090829",2009,3,8,"Ago 2009",29,"Vi"
"20090830",2009,3,8,"Ago 2009",30,"Sa"
"20090831",2009,3,8,"Ago 2009",31,"Do"
"20090901",2009,3,9,"Sep 2009",1,"Lu"
"20090902",2009,3,9,"Sep 2009",2,"Ma"
"20090903",2009,3,9,"Sep 2009",3,"Mi"
"20090904",2009,3,9,"Sep 2009",4,"Ju"
"20090905",2009,3,9,"Sep 2009",5,"Vi"
"20090906",2009,3,9,"Sep 2009",6,"Sa"
"20090907",2009,3,9,"Sep 2009",7,"Do"
"20090908",2009,3,9,"Sep 2009",8,"Lu"
"20090909",2009,3,9,"Sep 2009",9,"Ma"
"20090910",2009,3,9,"Sep 2009",10,"Mi"
"20090911",2009,3,9,"Sep 2009",11,"Ju"
"20090912",2009,3,9,"Sep 2009",12,"Vi"
"20090913",2009,3,9,"Sep 2009",13,"Sa"
"20090914",2009,3,9,"Sep 2009",14,"Do"
"20090915",2009,3,9,"Sep 2009",15,"Lu"
"20090916",2009,3,9,"Sep 2009",16,"Ma"
"20090917",2009,3,9,"Sep 2009",17,"Mi"
"20090918",2009,3,9,"Sep 2009",18,"Ju"
"20090919",2009,3,9,"Sep 2009",19,"Vi"
"20090920",2009,3,9,"Sep 2009",20,"Sa"
"20090921",2009,3,9,"Sep 2009",21,"Do"
"20090922",2009,3,9,"Sep 2009",22,"Lu"
"20090923",2009,3,9,"Sep 2009",23,"Ma"
"20090924",2009,3,9,"Sep 2009",24,"Mi"
"20090925",2009,3,9,"Sep 2009",25,"Ju"
"20090926",2009,3,9,"Sep 2009",26,"Vi"
"20090927",2009,3,9,"Sep 2009",27,"Sa"
"20090928",2009,3,9,"Sep 2009",28,"Do"
"20090929",2009,3,9,"Sep 2009",29,"Lu"
"20090930",2009,3,9,"Sep 2009",30,"Ma"
"20091001",2009,4,10,"Oct 2009",1,"Mi"
"20091002",2009,4,10,"Oct 2009",2,"Ju"
"20091003",2009,4,10,"Oct 2009",3,"Vi"
"20091004",2009,4,10,"Oct 2009",4,"Sa"
"20091005",2009,4,10,"Oct 2009",5,"Do"
"20091006",2009,4,10,"Oct 2009",6,"Lu"
"20091007",2009,4,10,"Oct 2009",7,"Ma"
"20091008",2009,4,10,"Oct 2009",8,"Mi"
"20091009",2009,4,10,"Oct 2009",9,"Ju"
"20091010",2009,4,10,"Oct 2009",10,"Vi"
"20091011",2009,4,10,"Oct 2009",11,"Sa"
"20091012",2009,4,10,"Oct 2009",12,"Do"
"20091013",2009,4,10,"Oct 2009",13,"Lu"
"20091014",2009,4,10,"Oct 2009",14,"Ma"
"20091015",2009,4,10,"Oct 2009",15,"Mi"
"20091016",2009,4,10,"Oct 2009",16,"Ju"
"20091017",2009,4,10,"Oct 2009",17,"Vi"
"20091018",2009,4,10,"Oct 2009",18,"Sa"
"20091019",2009,4,10,"Oct 2009",19,"Do"
"20091020",2009,4,10,"Oct 2009",20,"Lu"
"20091021",2009,4,10,"Oct 2009",21,"Ma"
"20091022",2009,4,10,"Oct 2009",22,"Mi"
"20091023",2009,4,10,"Oct 2009",23,"Ju"
"20091024",2009,4,10,"Oct 2009",24,"Vi"
"20091025",2009,4,10,"Oct 2009",25,"Sa"
"20091026",2009,4,10,"Oct 2009",26,"Do"
"20091027",2009,4,10,"Oct 2009",27,"Lu"
"20091028",2009,4,10,"Oct 2009",28,"Ma"
"20091029",2009,4,10,"Oct 2009",29,"Mi"
"20091030",2009,4,10,"Oct 2009",30,"Ju"
"20091031",2009,4,10,"Oct 2009",31,"Vi"
"20091101",2009,4,11,"Nov 2009",1,"Sa"
"20091102",2009,4,11,"Nov 2009",2,"Do"
"20091103",2009,4,11,"Nov 2009",3,"Lu"
"20091104",2009,4,11,"Nov 2009",4,"Ma"
"20091105",2009,4,11,"Nov 2009",5,"Mi"
"20091106",2009,4,11,"Nov 2009",6,"Ju"
"20091107",2009,4,11,"Nov 2009",7,"Vi"
"20091108",2009,4,11,"Nov 2009",8,"Sa"
"20091109",2009,4,11,"Nov 2009",9,"Do"
"20091110",2009,4,11,"Nov 2009",10,"Lu"
"20091111",2009,4,11,"Nov 2009",11,"Ma"
"20091112",2009,4,11,"Nov 2009",12,"Mi"
"20091113",2009,4,11,"Nov 2009",13,"Ju"
"20091114",2009,4,11,"Nov 2009",14,"Vi"
"20091115",2009,4,11,"Nov 2009",15,"Sa"
"20091116",2009,4,11,"Nov 2009",16,"Do"
"20091117",2009,4,11,"Nov 2009",17,"Lu"
"20091118",2009,4,11,"Nov 2009",18,"Ma"
"20091119",2009,4,11,"Nov 2009",19,"Mi"
"20091120",2009,4,11,"Nov 2009",20,"Ju"
"20091121",2009,4,11,"Nov 2009",21,"Vi"
"20091122",2009,4,11,"Nov 2009",22,"Sa"
"20091123",2009,4,11,"Nov 2009",23,"Do"
"20091124",2009,4,11,"Nov 2009",24,"Lu"
"20091125",2009,4,11,"Nov 2009",25,"Ma"
"20091126",2009,4,11,"Nov 2009",26,"Mi"
"20091127",2009,4,11,"Nov 2009",27,"Ju"
"20091128",2009,4,11,"Nov 2009",28,"Vi"
"20091129",2009,4,11,"Nov 2009",29,"Sa"
"20091130",2009,4,11,"Nov 2009",30,"Do"
"20091201",2009,4,12,"Dic 2009",1,"Lu"
"20091202",2009,4,12,"Dic 2009",2,"Ma"
"20091203",2009,4,12,"Dic 2009",3,"Mi"
"20091204",2009,4,12,"Dic 2009",4,"Ju"
"20091205",2009,4,12,"Dic 2009",5,"Vi"
"20091206",2009,4,12,"Dic 2009",6,"Sa"
"20091207",2009,4,12,"Dic 2009",7,"Do"
"20091208",2009,4,12,"Dic 2009",8,"Lu"
"20091209",2009,4,12,"Dic 2009",9,"Ma"
"20091210",2009,4,12,"Dic 2009",10,"Mi"
"20091211",2009,4,12,"Dic 2009",11,"Ju"
"20091212",2009,4,12,"Dic 2009",12,"Vi"
"20091213",2009,4,12,"Dic 2009",13,"Sa"
"20091214",2009,4,12,"Dic 2009",14,"Do"
"20091215",2009,4,12,"Dic 2009",15,"Lu"
"20091216",2009,4,12,"Dic 2009",16,"Ma"
"20091217",2009,4,12,"Dic 2009",17,"Mi"
"20091218",2009,4,12,"Dic 2009",18,"Ju"
"20091219",2009,4,12,"Dic 2009",19,"Vi"
"20091220",2009,4,12,"Dic 2009",20,"Sa"
"20091221",2009,4,12,"Dic 2009",21,"Do"
"20091222",2009,4,12,"Dic 2009",22,"Lu"
"20091223",2009,4,12,"Dic 2009",23,"Ma"
"20091224",2009,4,12,"Dic 2009",24,"Mi"
"20091225",2009,4,12,"Dic 2009",25,"Ju"
"20091226",2009,4,12,"Dic 2009",26,"Vi"
"20091227",2009,4,12,"Dic 2009",27,"Sa"
"20091228",2009,4,12,"Dic 2009",28,"Do"
"20091229",2009,4,12,"Dic 2009",29,"Lu"
"20091230",2009,4,12,"Dic 2009",30,"Ma"
"20091231",2009,4,12,"Dic 2009",31,"Mi"
"20100101",2010,1,1,"Ene 2010",1,"Ju"
"20100102",2010,1,1,"Ene 2010",2,"Vi"
"20100103",2010,1,1,"Ene 2010",3,"Sa"
"20100104",2010,1,1,"Ene 2010",4,"Do"
"20100105",2010,1,1,"Ene 2010",5,"Lu"
"20100106",2010,1,1,"Ene 2010",6,"Ma"
"20100107",2010,1,1,"Ene 2010",7,"Mi"
"20100108",2010,1,1,"Ene 2010",8,"Ju"
"20100109",2010,1,1,"Ene 2010",9,"Vi"
"20100110",2010,1,1,"Ene 2010",10,"Sa"
"20100111",2010,1,1,"Ene 2010",11,"Do"
"20100112",2010,1,1,"Ene 2010",12,"Lu"
"20100113",2010,1,1,"Ene 2010",13,"Ma"
"20100114",2010,1,1,"Ene 2010",14,"Mi"
"20100115",2010,1,1,"Ene 2010",15,"Ju"
"20100116",2010,1,1,"Ene 2010",16,"Vi"
"20100117",2010,1,1,"Ene 2010",17,"Sa"
"20100118",2010,1,1,"Ene 2010",18,"Do"
"20100119",2010,1,1,"Ene 2010",19,"Lu"
"20100120",2010,1,1,"Ene 2010",20,"Ma"
"20100121",2010,1,1,"Ene 2010",21,"Mi"
"20100122",2010,1,1,"Ene 2010",22,"Ju"
"20100123",2010,1,1,"Ene 2010",23,"Vi"
"20100124",2010,1,1,"Ene 2010",24,"Sa"
"20100125",2010,1,1,"Ene 2010",25,"Do"
"20100126",2010,1,1,"Ene 2010",26,"Lu"
"20100127",2010,1,1,"Ene 2010",27,"Ma"
"20100128",2010,1,1,"Ene 2010",28,"Mi"
"20100129",2010,1,1,"Ene 2010",29,"Ju"
"20100130",2010,1,1,"Ene 2010",30,"Vi"
"20100131",2010,1,1,"Ene 2010",31,"Sa"
"20100201",2010,1,2,"Feb 2010",1,"Do"
"20100202",2010,1,2,"Feb 2010",2,"Lu"
"20100203",2010,1,2,"Feb 2010",3,"Ma"
"20100204",2010,1,2,"Feb 2010",4,"Mi"
"20100205",2010,1,2,"Feb 2010",5,"Ju"
"20100206",2010,1,2,"Feb 2010",6,"Vi"
"20100207",2010,1,2,"Feb 2010",7,"Sa"
"20100208",2010,1,2,"Feb 2010",8,"Do"
"20100209",2010,1,2,"Feb 2010",9,"Lu"
"20100210",2010,1,2,"Feb 2010",10,"Ma"
"20100211",2010,1,2,"Feb 2010",11,"Mi"
"20100212",2010,1,2,"Feb 2010",12,"Ju"
"20100213",2010,1,2,"Feb 2010",13,"Vi"
"20100214",2010,1,2,"Feb 2010",14,"Sa"
"20100215",2010,1,2,"Feb 2010",15,"Do"
"20100216",2010,1,2,"Feb 2010",16,"Lu"
"20100217",2010,1,2,"Feb 2010",17,"Ma"
"20100218",2010,1,2,"Feb 2010",18,"Mi"
"20100219",2010,1,2,"Feb 2010",19,"Ju"
"20100220",2010,1,2,"Feb 2010",20,"Vi"
"20100221",2010,1,2,"Feb 2010",21,"Sa"
"20100222",2010,1,2,"Feb 2010",22,"Do"
"20100223",2010,1,2,"Feb 2010",23,"Lu"
"20100224",2010,1,2,"Feb 2010",24,"Ma"
"20100225",2010,1,2,"Feb 2010",25,"Mi"
"20100226",2010,1,2,"Feb 2010",26,"Ju"
"20100227",2010,1,2,"Feb 2010",27,"Vi"
"20100228",2010,1,2,"Feb 2010",28,"Sa"
"20100301",2010,1,3,"Mar 2010",1,"Do"
"20100302",2010,1,3,"Mar 2010",2,"Lu"
"20100303",2010,1,3,"Mar 2010",3,"Ma"
"20100304",2010,1,3,"Mar 2010",4,"Mi"
"20100305",2010,1,3,"Mar 2010",5,"Ju"
"20100306",2010,1,3,"Mar 2010",6,"Vi"
"20100307",2010,1,3,"Mar 2010",7,"Sa"
"20100308",2010,1,3,"Mar 2010",8,"Do"
"20100309",2010,1,3,"Mar 2010",9,"Lu"
"20100310",2010,1,3,"Mar 2010",10,"Ma"
"20100311",2010,1,3,"Mar 2010",11,"Mi"
"20100312",2010,1,3,"Mar 2010",12,"Ju"
"20100313",2010,1,3,"Mar 2010",13,"Vi"
"20100314",2010,1,3,"Mar 2010",14,"Sa"
"20100315",2010,1,3,"Mar 2010",15,"Do"
"20100316",2010,1,3,"Mar 2010",16,"Lu"
"20100317",2010,1,3,"Mar 2010",17,"Ma"
"20100318",2010,1,3,"Mar 2010",18,"Mi"
"20100319",2010,1,3,"Mar 2010",19,"Ju"
"20100320",2010,1,3,"Mar 2010",20,"Vi"
"20100321",2010,1,3,"Mar 2010",21,"Sa"
"20100322",2010,1,3,"Mar 2010",22,"Do"
"20100323",2010,1,3,"Mar 2010",23,"Lu"
"20100324",2010,1,3,"Mar 2010",24,"Ma"
"20100325",2010,1,3,"Mar 2010",25,"Mi"
"20100326",2010,1,3,"Mar 2010",26,"Ju"
"20100327",2010,1,3,"Mar 2010",27,"Vi"
"20100328",2010,1,3,"Mar 2010",28,"Sa"
"20100329",2010,1,3,"Mar 2010",29,"Do"
"20100330",2010,1,3,"Mar 2010",30,"Lu"
"20100331",2010,1,3,"Mar 2010",31,"Ma"
"20100401",2010,2,4,"Abr 2010",1,"Mi"
"20100402",2010,2,4,"Abr 2010",2,"Ju"
"20100403",2010,2,4,"Abr 2010",3,"Vi"
"20100404",2010,2,4,"Abr 2010",4,"Sa"
"20100405",2010,2,4,"Abr 2010",5,"Do"
"20100406",2010,2,4,"Abr 2010",6,"Lu"
"20100407",2010,2,4,"Abr 2010",7,"Ma"
"20100408",2010,2,4,"Abr 2010",8,"Mi"
"20100409",2010,2,4,"Abr 2010",9,"Ju"
"20100410",2010,2,4,"Abr 2010",10,"Vi"
"20100411",2010,2,4,"Abr 2010",11,"Sa"
"20100412",2010,2,4,"Abr 2010",12,"Do"
"20100413",2010,2,4,"Abr 2010",13,"Lu"
"20100414",2010,2,4,"Abr 2010",14,"Ma"
"20100415",2010,2,4,"Abr 2010",15,"Mi"
"20100416",2010,2,4,"Abr 2010",16,"Ju"
"20100417",2010,2,4,"Abr 2010",17,"Vi"
"20100418",2010,2,4,"Abr 2010",18,"Sa"
"20100419",2010,2,4,"Abr 2010",19,"Do"
"20100420",2010,2,4,"Abr 2010",20,"Lu"
"20100421",2010,2,4,"Abr 2010",21,"Ma"
"20100422",2010,2,4,"Abr 2010",22,"Mi"
"20100423",2010,2,4,"Abr 2010",23,"Ju"
"20100424",2010,2,4,"Abr 2010",24,"Vi"
"20100425",2010,2,4,"Abr 2010",25,"Sa"
"20100426",2010,2,4,"Abr 2010",26,"Do"
"20100427",2010,2,4,"Abr 2010",27,"Lu"
"20100428",2010,2,4,"Abr 2010",28,"Ma"
"20100429",2010,2,4,"Abr 2010",29,"Mi"
"20100430",2010,2,4,"Abr 2010",30,"Ju"
"20100501",2010,2,5,"Abr 2010",1,"Vi"
"20100502",2010,2,5,"May 2010",2,"Sa"
"20100503",2010,2,5,"May 2010",3,"Do"
"20100504",2010,2,5,"May 2010",4,"Lu"
"20100505",2010,2,5,"May 2010",5,"Ma"
"20100506",2010,2,5,"May 2010",6,"Mi"
"20100507",2010,2,5,"May 2010",7,"Ju"
"20100508",2010,2,5,"May 2010",8,"Vi"
"20100509",2010,2,5,"May 2010",9,"Sa"
"20100510",2010,2,5,"May 2010",10,"Do"
"20100511",2010,2,5,"May 2010",11,"Lu"
"20100512",2010,2,5,"May 2010",12,"Ma"
"20100513",2010,2,5,"May 2010",13,"Mi"
"20100514",2010,2,5,"May 2010",14,"Ju"
"20100515",2010,2,5,"May 2010",15,"Vi"
"20100516",2010,2,5,"May 2010",16,"Sa"
"20100517",2010,2,5,"May 2010",17,"Do"
"20100518",2010,2,5,"May 2010",18,"Lu"
