"product_id","date_id","quantity","sale_peso","cost_peso"
"20070713","NORIX",180,105,1
"20070713","NTEKMAGN",30,17,1
"20070713","NORIX",180,105,1
"20070714","BMAKCAMISINTLADY",55,37.75,0
"20070714","BMED1piel",18,4.6,0
"20070714","BMEDABRIGO",26,6.77,0
"20071127","BMED1piel",20,4.6,0
"20071127","NALIVPANTPOLAR",75,24,0
"20071127","BMEDABRIGO",1,6.77,0
"20071127","NOUTGUANTW",85,49,0
"20071127","NMAKKHUMBU",240,132,0
"20071127","NMAKTRANGO",110,60,0
"20071127","NALIVPOLAINA",120,42,1
"20071128","NALIVERBOLPO",75,42,1
"20071128","NMAKPANTDRY",390,216,0
"20071128","BCAMPGUAN",20,11.5,0
"20071128","NLIBOKOALA",195,113,0
"20071128","NMAKCHAL",110,60,0
"20071128","BMED1piel",20,4.6,0
"20071128","NMAKPANTDESLADY",160,88,0
"20071128","BLUBRILINEA",25,18.3,1
"20071128","NMAKPANTDESMH",150,108,0
"20071128","BCAMPBAST",120,72,1
"20071128","BCAMPNEVE",289,199,1
"20071128","BCAMPNEVE",289,199,1
"20071129","NMAKBOREAL60",450,236,1
"20071129","BAMBOO21",55,36.3,1
"20071129","BMAKEXPEDJKT",560,377,0
"20071129","NMSRBOTGRIS",32,18.6,1
"20071129","BUNDERANTIP",160,98,1
"20071129","BMEDABRIGO",28,6.77,0
"20071129","BFRONTANDES",380,260,1
"20071129","NIMPERMEABILIZ",10,5.85,1
"20071129","NALQUILER",347,1,1
"20071129","NORIX",200,114,1
"20071129","NTEKMAGN",30,17,1
"20071129","NALIVPOLAINA",120,42,1
"20071129","NMAKPAMIR70",550,292,1
"20071129","BMEDABRIGO",28,6.77,0
"20071129","NALIVCUBMIT",100,39,1
"20071129","BCAMPAISLMINI",280,189,1
"20071129","NALIVERBOLPO",75,42,1
"20071129","NMAKPAMIR70",550,292,1
"20071129","BMAKULT",695,479,0
"20071129","BVITORRANGER",160,109,1
"20071129","NALIVCUBREREF",80,23,1
"20071130","NMAKBOLS500",695,396,0
"20070721","BMEDABRIGO",25,6.77,0
"20070721","NGUILLUMET",285,162,1
"20070721","NOUTPANTDESM",165,96.5,0
"20070721","NALIVBUZO",70,25,0
"20070721","NALIVPANTPOLAR",65,24,0
"20070721","NLIBOFORCE",140,77.88,0
"20070721","NMAKCAMISINTLADY",55,31.2,0
"20070721","NMAKEIGERLADY",115,65,0
"20070721","NALIVGUANT",25,12,0
"20070721","NMAKFRONTVEST",310,176,0
"20070723","NALIVPANTPOLAR",65,24,0
"20070723","NOUTGUANTW",75,42.5,0
"20070723","NMAKTOLOSA",610,350,0
"20070723","BMAKCAMISINTLADY",55,37.75,0
"20070723","NBUFF",55,40,1
"20070723","BMEDABRIGO",26,6.77,0
"20070723","NFRONTANDES",370,209,1
"20070723","BMED1piel",18,4.6,0
"20070723","BMEDABRIGO",25,6.77,0
"20070723","NNMAKPOL",70,39.2,0
"20070723","NMAKCAMISINT",55,31.2,0
"20070723","NMAKCHALLADYPOL",75,42.4,0
"20070723","NALIVPANTPOLAR",65,24,0
"20070723","NLIBOUCUMAR",220,118,0
"20070723","NMAKTERMPANT",55,31.2,0
"20070723","BMEDABRIGO",13,6.77,0
"20070723","NMAKKHUMBU",225,126,0
"20070723","NEXPEDLADY",435,248,0
"20070723","NMAKCAMISINT",55,31.2,0
"20070723","NMAKCHAL",90,52,0
"20070723","NNMAKPOL",70,39.2,0
"20070723","NBUFF",55,40,1
"20070723","NMAKTERMPANT",55,31.2,0
"20070723","NALIVBUZO",70,25,0
"20070723","BMEDABRIGO",26,6.77,0
"20070723","NMAKCAMISINT",55,31.2,0
"20070723","NLIBOCLIMB",110,55,0
"20070723","BMED1piel",18,4.6,0
"20070723","NMAKCAMISINT",55,31.2,0
"20070723","NNMAKPOL",70,39.2,0
"20070723","BMEDABRIGO",26,6.77,0
"20070723","NFRONTANDES",370,209,1
"20070724","NMAKCAMISINT",55,31.2,0
"20070724","BMED1piel",18,4.6,0
"20070724","NMAKTERMPANT",55,31.2,0
"20070724","NMAKCLASSIC",450,252,0
"20070724","NALIVMOCHANAT",160,89,1
"20070724","NMAKCAMISINT",50,31.2,0
"20070724","NOUTANDES",170,100,1
"20070724","BMEDABRIGO",25,6.77,0
"20070724","NALIVCUBRELIV",25,13.5,1
"20070725","BMAKCAMISINTLADY",55,37.75,0
"20070725","NIMPERMEABILIZ",10,5.85,1
"20070725","BMEDABRIGO",26,6.77,0
"20070725","NGUILLUMET",285,162,1
"20070725","BMAKCAMISINTLADY",55,37.75,0
"20070725","NMAKPANTINTLADY",55,31.2,0
"20070725","NMAKEIGER",115,62.4,0
"20070725","NIMPERMEABILIZ",10,5.85,1
"20070725","NMAKCHALLADYPOL",75,42.4,0
"20070725","NNMAKPOL",70,39.2,0
"20070725","NMAKTERMPANT",55,31.2,0
"20070725","NALIVPANTPOLAR",65,24,0
"20070725","NMAKTERMPANT",55,31.2,0
"20070725","NMAKCAMISINT",55,31.2,0
"20070725","NALIVCUBMIT",85,39,2
"20070725","NALIVERBOLPO",70,42,2
"20070725","BMAKGORRO",15,8.7,0
"20070725","NMAKCAMISINTLADY",55,31.2,0
"20070725","NEXPEDLADY",435,248,0
"20070725","NMAKEIGERLADY",115,65,0
"20070725","BMEDABRIGO",26,6.77,0
"20070725","BMED1piel",1,4.6,0
"20070725","NALIVPOLAINA",85,42,1
"20070725","NMAKTRANGO",90,49,0
"20070726","NALIVCHAL",70,24,0
"20070726","BMEDABRIGO",25,6.77,0
"20070727","NALIVERBOLPO",75,42,1
"20070727","NMSRMARMGUIDE",345,195,1
"20070727","NORIX",180,105,1
"20070727","BMEDZOQ",10,3,0
"20070727","NALIVCUBMIT",85,39,1
"20070727","NALIVPOLAINA",85,42,1
"20070727","NMAKCAMISINT",55,31.2,0
"20070727","BMED1piel",18,4.6,0
"20070727","BMAKCAMISINTLADY",55,37.75,0
"20070727","NMAKPANTINTLADY",55,31.2,0
"20070727","NORIX",180,105,1
"20070727","NBUFF",55,40,1
"20070727","NNALGENEBOTHID",40,30,1
"20070727","NALIVPORTGRAM",35,14.5,1
"20070727","BANTEOJOS",40,25,1
"20070728","NLIBOCLIMB",114,55,0
"20070728","NMAKTRANGO",85,49,0
"20070728","BMAKCAMISINTLADY",55,37.75,0
"20070728","NLIBOCHAL",329,191,0
"20070728","BMED1piel",18,4.6,0
"20070728","BALIBOT",35,17,1
"20070728","BMEDABRIGO",26,6.77,0
"20070728","NMAKTERMPANT",55,31.2,0
"20070728","BMAKCAMISINTLADY",55,37.75,0
"20070728","NMAKPANTINTLADY",55,31.2,0
"20070728","NMAKCAMISINT",55,31.2,0
"20070728","NBUFF",60,40,2
"20070728","NLIBOKOALA",182,98,0
"20070728","BMEDZOQ",10,3,0
"20070728","BANTEOJOS",45,25,2
"20070728","NLIBOCHAL",329,191,0
"20070728","BMED1piel",18,4.6,0
"20070728","NMAKKHUMBU",225,126,0
"20070728","NBUFF",60,40,1
"20070728","NBUFF",60,40,1
"20070728","NALIVCUBREREF",65,23,1
"20070728","NALIVPORTGRAM",35,14.5,1
"20070730","BALIBOT",35,17,1
"20070730","NALIVCUBMIT",85,39,1
"20070730","NMSRBOT1000",85,60,1
"20070730","NMSRWHISPERINTER",480,330,1
"20070730","BALIBOT",35,17,1
"20070730","BMEDABRIGO",26,6.77,0
"20070730","NOUTGUANTW",75,42.5,0
"20070730","NALIVGUANT",25,12,0
"20070730","BMED1piel",18,4.6,0
"20070730","BMAKGORRO",13,8.7,0
"20070731","NALIVBUZO",70,25,0
"20070731","BORIX",185,127.7,1
"20070731","NTEKMAGN",30,17,1
"20070731","BMEDZOQ",9,3,0
"20070731","BFRONTANDES",370,253,1
"20070731","NLIBOFORCE",140,77.88,0
"20070731","BMAKCAMISINTLADY",55,37.75,0
"20070731","NMAKPANTINTLADY",55,31.2,0
"20070731","NALIVPANTPOLLADY",65,24,0
"20070731","BFADERSHMS",60,40,1
"20070731","NORIX",180,105,1
"20070731","BMEDZOQ",10,3,0
"20070731","BFADERSPETIT",50,35,1
"20070731","NMAKKHUMBU",225,126,0
"20070801","NALIVPANTPOLAR",65,24,0
"20070801","NMAKPANTDESLADY",130,71,0
"20070802","BMEDABRIGO",26,6.77,0
"20070802","NMAKTERMPANT",55,31.2,0
"20070802","NNMAKPOL",70,39.2,0
"20070802","BMED1piel",14,4.6,0
"20070802","NALIVPOLAINA",100,42,1
"20070802","NMAKCAMISINT",55,31.2,0
"20070802","BMEDABRIGO",26,6.77,0
"20070802","NMAKTERMPANT",55,31.2,0
"20070802","BMED1piel",18,4.6,0
"20070802","NALIVCUELLO",10,5,0
"20070802","BMEDABRIGO",25,6.77,0
"20070802","NLIBOCLIMB",114,55,0
"20070802","NMAKWINDCAMP",340,190,0
"20070803","NMAKGORRAWIN",50,30,0
"20070803","BMEDABRIGO",26,6.77,0
"20070803","NLIBOCHAL",329,191,0
"20070803","NCEBESPOT4",360,210,0
"20070803","BUNDERANTEO",160,94,1
"20070803","NMAKCAMISINT",55,31.2,0
"20070803","NMAKTERMPANT",55,31.2,0
"20071227","NMAKGUANTPOL",35,19.2,0
"20071227","BMEDZOQ",10,3,0
"20071227","NNMAKPOL",77,43.2,0
"20070803","BMED1piel",18,4.6,0
"20070803","BMEDABRIGO",26,6.77,0
"20070803","NMAKTERMPANT",55,31.2,0
"20070803","NMAKCAMISINT",55,31.2,0
"20070803","BMAKCAMISINTLADY",55,37.75,0
"20070803","NMAKPANTINTLADY",55,31.2,0
"20070803","NMAKGORRAWIN",55,30,0
"20070804","NLIBOUCUMAR",220,118,0
"20070804","NNMAKPOL",70,39.2,0
"20070804","NMAKCHALWIND",155,88,0
"20070804","BMED1piel",18,4.6,0
"20070804","NALIVBUZO",70,25,0
"20070804","BCULIPATIN",12,6,2
"20070804","NLIBOCHAL",300,191,0
"20070804","NALIVPANTPOLLADY",65,24,0
"20070806","BMEDABRIGO",26,6.77,0
"20070806","NMAKTERMPANT",55,31.2,0
"20070806","NNMAKPOL",55,39.2,0
"20070806","NLIBOFORCE",140,77.88,0
"20070806","NMAKCLASSIC",450,252,0
"20070806","NPACKLITE",395,221,0
"20070806","NOUTGUANTW",75,42.5,0
"20070806","NMAKTERMPANT",55,31.2,0
"20070806","NALIVCHAL",70,24,0
"20070806","NMAKGORRAWIN",50,30,0
"20070806","NALIVCUELLO",1,5,0
"20070806","NMAKCAMISINT",55,31.2,0
"20070806","BCRUX",620,417,1
"20070807","NMAKNITROJK",670,396,0
"20070807","BMED1piel",18,4.6,0
"20070807","BMED1piel",18,4.6,0
"20070807","BANTEOJOS",50,25,1
"20070807","BORIX",185,127.7,1
"20070807","NTEKMAGN",30,17,1
"20070808","NNALGENEBOTHID",30,30,1
"20070808","NMAKPAMIR70",520,292,1
"20070808","NCEBEMORPHIC",250,123,1
"20070808","BMAKKHUMBU",225,153,0
"20070808","NTEKMAGN",30,17,1
"20070808","NNMAKPOL",70,39.2,0
"20070808","NMAKCAMISINT",55,31.2,0
"20070808","NMAKTERMPANT",55,31.2,0
"20070808","BMED1piel",18,4.6,0
"20070808","NMAKCAMISINT",55,31.2,0
"20070808","BMEDABRIGO",26,6.77,0
"20070808","NGUILLUMET",285,162,1
"20070808","BMED1piel",18,4.6,0
"20070808","NMAKKHUMBU",225,126,0
"20070808","NLIBOCLIMB",114,55,0
"20070808","NALIVCUELLO",15,5,0
"20070809","NLIBOCLIMB",114,55,0
"20070809","BMEDABRIGO",26,6.77,0
"20070809","NMAKPANTDESMH",140,76,0
"20070810","BMEDABRIGO",26,6.77,0
"20070810","NMAKTERMPANT",55,31.2,0
"20070810","NFRONTANDES",370,209,1
"20070810","NMAKCAMISINT",55,31.2,0
"20070810","BMED1piel",18,4.6,0
"20070810","NMAKTERMPANT",55,31.2,0
"20070810","BMEDABRIGO",26,6.77,0
"20070810","NMAKCAMISINTLADY",55,31.2,0
"20070810","NMAKCAMISINT",55,31.2,0
"20070810","NMAKEXPEDJKT",497,284,0
"20070810","BMED1piel",18,4.6,0
"20070810","BMAKCAMISINTLADY",55,37.75,0
"20070810","NUNDERANTEO",145,75,1
"20070810","NMAKKHUMBU",225,126,0
"20070810","NALIVCUELLO",1,5,0
"20070810","NLIBOCAMPENDUR",640,373,0
"20070810","BMED1piel",18,4.6,0
"20070810","NMAKCAMISINT",55,31.2,0
"20070810","NMAKPANTDESMH",140,76,0
"20070810","NNMAKPOL",70,39.2,0
"20070810","NNMAKPOL",70,39.2,0
"20070810","NMAKKHUMBU",225,126,0
"20070810","NLIBOCLIMB",114,55,0
"20070810","NMAKTOLOSA",610,350,0
"20070810","NMAKPANTDESMH",140,76,0
"20070810","BMED1piel",18,4.6,0
"20070810","NALIVBUZO",7,25,0
"20070810","BMEDABRIGO",26,6.77,0
"20070810","NIMPERMEABILIZ",10,5.85,1
"20070810","BMAKGORRO",15,8.7,0
"20070810","NALIVPORTGRAM",35,14.5,1
"20070810","NNALGACAN",135,94,1
"20070810","NALIVPANTPOLAR",65,24,0
"20070810","NMAKWINDCAMP",340,190,0
"20070811","NMAKGUANTPOL",25,14.4,0
"20070811","BMED1piel",18,4.6,0
"20070811","NCUBRE3 X",110,59,0
"20070811","BMEDABRIGO",26,6.77,0
"20070811","BCULIPATIN",12,6,2
"20070811","NOUTPAMIR50",310,182,1
"20070811","NEURBOLSCOMPR",25,11,1
"20070811","BMEDABRIGO",26,6.77,0
"20070811","BMED1piel",18,4.6,0
"20070811","BMEDABRIGO",26,6.77,0
"20070811","BMED1piel",18,4.6,0
"20070811","NMAKTERMPANT",55,31.2,0
"20070811","NMAKPANTINTLADY",55,31.2,0
"20070811","NBUFF",60,40,1
"20070811","NMAKCAMISINTLADY",55,31.2,0
"20070811","NMAKGUANTPOL",25,14.4,0
"20070811","BBASTON",200,146,2
"20070811","NALIVBUZO",70,25,0
"20070811","NLIBOCLIMB",114,55,0
"20070811","BMEDZOQ",10,3,0
"20070811","NORIX",180,105,1
"20070811","NTEKMAGN",30,17,1
"20070811","NORIX",180,105,1
"20070811","BMEDZOQ",10,3,0
"20070813","NMAKCAMISINT",55,31.2,0
"20070813","NALQUILER",70,1,1
"20070813","BMEDZOQ",18,3,0
"20070813","NORIX",180,105,2
"20070813","NMAKCAMISINT",55,31.2,0
"20070813","NMAKTERMPANT",55,31.2,0
"20070813","BANTEOJOS",40,25,2
"20070813","NLIBOCAMPENDUR",640,373,0
"20070813","BMEDABRIGO",26,6.77,0
"20070813","NMAKMIT",140,76,0
"20070813","NALIVPORTGRAM",35,14.5,1
"20070813","NMAKNEPAL",1170,668,0
"20070813","NALIVERBOLPO",75,42,1
"20070813","BMEDABRIGO",26,6.77,0
"20070813","NALIVCUELLO",15,5,0
"20070813","BCULIPATIN",12,6,1
"20070813","BMED1piel",18,4.6,0
"20070813","NALIVMOCH40",200,100,1
"20070813","NALIVERBOLPO",75,42,1
"20070813","NMAKARTIC",370,212,1
"20070813","BUNDERANTEO",160,94,1
"20070813","NMAKCAMISINT",55,31.2,0
"20070813","NNMAKPOL",70,39.2,0
"20070813","NALIVCUELLO",15,5,0
"20070813","BMAKGORRO",13,8.7,0
"20070813","NOUTGUANTPOL",39,23,0
"20070813","NALIVPOLAINA",85,42,1
"20070814","NORIX",180,105,1
"20070814","BMEDZOQ",10,3,0
"20070815","BMED1piel",18,4.6,0
"20070815","BMEDABRIGO",26,6.77,0
"20070815","NNALGACAN",135,94,1
"20070815","NMAKEIGER",115,62.4,0
"20070815","NLIBOCAMPENDUR",640,373,0
"20070815","NALIVERBOLPO",75,42,1
"20070815","BMEDABRIGO",26,6.77,0
"20070815","NMAKTERMPANT",55,31.2,0
"20070815","NALIVPOLAINA",85,42,1
"20070815","NMAKCAMISINT",55,31.2,0
"20070815","NCUBRE3 X",110,59,0
"20070815","BMED1piel",18,4.6,0
"20070815","NALQUILER",60,1,1
"20070815","NFRONTANDES",370,209,1
"20070815","NLIBOFORCE",140,77.88,0
"20070815","NLIBOKOALA",182,98,0
"20070816","BMED1piel",18,4.6,0
"20070816","NFRONTANDES",370,209,1
"20070816","BMEDABRIGO",26,6.77,0
"20070816","BCULIPATIN",12,6,1
"20070816","NORIX",180,105,1
"20070816","BMEDZOQ",10,3,0
"20070816","NOUTGUANTW",75,42.5,0
"20071228","NALIVCUBREREF",80,23,1
"20071228","NALQUILER",350,1,1
"20071228","NALIVCUELLO",15,5,0
"20070816","BMAKGORRO",13,8.7,0
"20070816","BFUGATEARNES",180,117.37,2
"20070817","NMAKKHUMBU",225,126,0
"20070817","NALIVBOLSILLO",25,11,1
"20070817","NNALGENEBOTHID",42,30,2
"20070817","BFRONTANDES",370,253,1
"20070817","NNALGENEBOTHID",35,30,1
"20070817","NOUTMOCHYAK60",425,250,1
"20070817","BMAKCAMISINTLADY",55,37.75,0
"20070820","NMAKGUANTPOL",25,14.4,0
"20070820","NALIVBOLSILLO",25,11,1
"20070820","BANTEOJOS",45,25,1
"20070820","NORIX",180,105,1
"20070820","BMEDZOQ",10,3,0
"20070820","NALIVBUZO",85,34,0
"20070820","NMAKTERMPANT",55,31.2,0
"20070820","NMAKCAMISINT",55,31.2,0
"20070820","NFRONTANDES",370,209,2
"20070820","BMEDABRIGO",26,6.77,0
"20070820","NMAKEXPEDJKT",500,284,0
"20070820","NALIVCUELLO",1,5,0
"20070821","NLIBOCAMPENDUR",640,373,0
"20070821","NALIVCUELLO",1,5,0
"20070821","NBUFF",60,40,1
"20070821","BBUFF",60,48,1
"20070822","BMEDABRIGO",26,6.77,0
"20070822","BBRMARM",75,36,1
"20070822","BDOITECART",15,10,1
"20070822","NMAKARTIC",370,212,1
"20070822","NMAKTERMPANT",55,31.2,0
"20070822","NALIVCUELLO",15,5,0
"20070822","NALIVERBOLPO",75,42,1
"20070822","BBROGASBOT",6,3.86,1
"20070822","BBRGL10",44,53.41,1
"20070822","NORIX",180,105,1
"20070822","BMEDZOQ",10,3,0
"20070822","NMAKCAMISINT",55,31.2,0
"20070822","NALIVBOLSILLO",25,11,1
"20070822","NMAKGORRAWIN",55,30,0
"20071227","NMAKANDES",2000,800,1
"20071227","BORIX",200,138,2
"20070822","NALIVPOLAINA",100,42,1
"20070822","NALIVCAMP",100,36,0
"20070822","BMAKGORRO",13,8.7,0
"20070822","NMAKCAMISINT",55,31.2,0
"20070822","NMAKKHUMBU",225,126,0
"20070823","NMSRBOT1000",70,60,1
"20070823","NCEBESPOT4",310,210,0
"20070823","NCEBEANTIP",150,107,1
"20070823","BTSLRAQ",560,488,1
"20070823","BMED1piel",20,4.6,0
"20070823","NMAKTERMPANT",55,31.2,0
"20070823","NLIBOKOALA",182,98,0
"20070823","NLIBOFORCE",140,77.88,0
"20070823","NALIVCUELLO",15,5,0
"20070823","NALIVCUELLO",15,5,0
"20070823","NOUTGUANTW",75,42.5,0
"20070823","NFRONTANDES",370,209,1
"20070823","BMEDABRIGO",26,6.77,0
"20070823","BMAKGORRO",13,8.7,0
"20070823","NLIBOFORCE",140,77.88,0
"20070823","NMAKCAMISINT",55,31.2,0
"20070823","NMAKMIT",140,76,0
"20070823","NALQUILER",105,1,1
"20070823","NALQUILER",765,1,1
"20070823","NALIVPOLAINA",100,42,1
"20070823","NALIVCUELLO",15,5,0
"20070823","NALIVCUBREREF",80,23,1
"20070823","BFADERSHMS",60,40,2
"20070823","BFADERSPETIT",48,34.35,6
"20070823","NMAKCAMISINT",55,31.2,0
"20070824","BMED1piel",20,4.6,0
"20070824","BMEDABRIGO",26,6.77,0
"20070824","NALIVERBOLPO",75,42,1
"20070824","NLIBOUCUMAR",220,118,0
"20070824","NLIBOKOALA",182,98,0
"20070824","NNORTHFACE",500,300,1
"20070824","BBUFF",1,48,1
"20070824","NMAKKHUMBU",225,126,0
"20070824","NALIVBOLSILLO",25,11,1
"20070824","NNALGENEBOTHID",42,30,1
"20070824","BANTEOJOS",45,25,1
"20070824","NOUTPAMIR50",310,182,1
"20070824","BMEDZOQ",10,3,0
"20070824","BMEDABRIGO",26,6.77,0
"20070824","BMED1piel",20,4.6,0
"20070824","NALIVCUBREREF",80,23,1
"20070824","NALIVCUELLO",15,5,0
"20070824","BMAKFRONTVEST",310,213,0
"20070824","BMEDABRIGO",26,6.77,0
"20070824","NALIVPANTPOLAR",65,24,0
"20070825","BMAKCAMISINTLADY",55,37.75,0
"20070825","BMED1piel",20,4.6,0
"20070825","BMEDABRIGO",26,6.77,0
"20070825","BMEDZOQ",10,3,0
"20070825","NORIX",180,105,1
"20070825","NMAKEIGERLADY",100,65,0
"20070825","NGUILLUMET",285,162,1
"20070825","NMAKFRONTVEST",310,176,0
"20070825","BFADERSHMS",60,40,2
"20070825","NALIVCUBMIT",100,39,1
"20070825","NUNDERANTEO",155,75,1
"20070825","NALIVERBOLPO",75,42,1
"20070825","NALIVPOLAINA",100,42,1
"20070825","BFIG8",65,45.34,1
"20070825","NALIVCUELLO",15,5,0
